page,country,rev_id,score,FIPS,Type,TimeFrame,Data (M),Population,Region
Khalil Boyukzadeh,Iran,772122922,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Moslem Malakouti,Iran,772123589,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Momen,Iran,772183811,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abbas Adham,Iran,772721252,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mir Asadollah Madani,Iran,772927298,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Haji Baba Sheikh,Iran,774531413,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Qasim Osmani,Iran,774532439,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Mofatteh,Iran,774778123,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hamidreza Fouladgar,Iran,775356494,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Kazem Rajavi,Iran,775366483,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Rahman Dadman,Iran,775837421,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Farhang Mehr,Iran,775876914,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hashem Bathaie Golpayenagi,Iran,775899063,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jamshid Ghanbari Maman,Iran,776068030,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hajji Ebrahim Shirazi,Iran,776206770,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mirza Muhammad Aghazadeh Khorasani,Iran,776516465,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mirza Abu'l-Qasem Qa'em-Maqam,Iran,776576647,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Rasoul Movahedian,Iran,777806343,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Hossein Adeli,Iran,777806556,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
People's Experts,Iran,778191083,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Electoral history of Saeed Jalili,Iran,778258751,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Yasser Hashemi Rafsanjani,Iran,778510829,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Khaled Zamzamnejad,Iran,778784734,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Khodadad Mirza Farman Farmaian,Iran,778814293,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Nahid Tajeddin,Iran,779355700,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Cheragh-Ali Khan Zanganeh,Iran,779367098,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Parviz C. Raji,Iran,780092687,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Minoo Khaleghi,Iran,781308318,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Siamak Moreh Sedgh,Iran,781397432,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sorena Sattari,Iran,781809227,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jamal Karimi-Rad,Iran,781915805,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Taqi Pessian,Iran,781949081,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hasanak the Vizier,Iran,782005013,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Reza Tabesh,Iran,782146402,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Amir Mohebbian,Iran,782189992,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Zahra Mostafavi Khomeini,Iran,782190559,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohsen Rohami,Iran,782236957,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohsen Kouhkan,Iran,782416095,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Maryam Farman Farmaian,Iran,782816061,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Manuchehr Eliasi,Iran,783276172,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sousan Keshavarz,Iran,783282983,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Mohammadi Gilani,Iran,783321209,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohsen Mojtahed Shabestari,Iran,783341438,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Kohkan,Iran,783347744,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Noraladin Pirmoazzen,Iran,783364407,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Shahrokh Sultan Zanganeh,Iran,783390350,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Seyyed Ali Riaz,Iran,783431530,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hamid Reza Chitgar,Iran,783449396,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Kazem Anbarlouei,Iran,783473697,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Fazlollah Mousavi,Iran,783758324,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Tala,Iran,783806294,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Akbar A'lami,Iran,783892617,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Meysam Saeidi,Iran,783892943,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abbas Ka'bi,Iran,784098349,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Electoral history of Mohammad Bagher Ghalibaf,Iran,784114374,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mehdi Isazadeh,Iran,784340192,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Behafarid,Iran,784374287,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Ghods-Nakhai,Iran,784585874,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sardar Rafie Yanehsari,Iran,784587393,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hassan Hasanzadeh Amoli,Iran,784785695,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ghiyas al-Din ibn Rashid al-Din,Iran,785036469,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Shamseddin Vahabi,Iran,785082020,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hassan Khomeini,Iran,785497322,B,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mousa Chegini,Iran,785520868,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Emad Behavar,Iran,785800788,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hassan Shariatmadari,Iran,785977707,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sahebeh Rouhani,Iran,786104088,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahmoud Ahmadzadeh,Iran,786127696,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Safdar Hosseini,Iran,786152958,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Farrokhi Yazdi,Iran,786171135,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mehrdad Khonsari,Iran,786277716,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ebrahim Amini,Iran,786611994,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hamid Lotfollahian,Iran,786755078,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abdollah Jassbi,Iran,787068278,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Seyed Mahmood Hosseini,Iran,787109199,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Yeganeh,Iran,787134300,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Electoral history of Hassan Rouhani,Iran,787223351,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
A 250 Years Old Person,Iran,787268259,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mirza Abdul'Rahim Talibov Tabrizi,Iran,787293514,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hamid Mowlana,Iran,787334395,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Muhammad Hossein Naini,Iran,787343770,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abbas Abdi,Iran,787365487,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abbas Vaez-Tabasi,Iran,787368428,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abdolnabi Namazi,Iran,787391942,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abdolqader Zahedi,Iran,787391975,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abolfazl Fateh,Iran,787433603,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Mousavi Tabrizi,Iran,787750556,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Fathollahzadeh,Iran,787781437,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ahmad Ahmadi (philosopher),Iran,787904162,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ahmad Bourghani,Iran,787905483,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ahmad Sadegh-Bonab,Iran,787907878,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sadeq Ganji,Iran,787910984,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sunpadh,Iran,787921514,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sattar Khan,Iran,788085800,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Alireza Rajaei,Iran,788185339,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Reza Alamouti,Iran,788207923,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Akbar Ghoreishi,Iran,788468106,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Nikzad,Iran,788478867,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Younesi,Iran,788483425,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mass'oud Mirza Zell-e Soltan,Iran,788556797,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Allahverdi Dehghani,Iran,788575126,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Amir Arshad,Iran,788880158,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Azar Majedi,Iran,789027135,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahmudali Chehregani,Iran,789656569,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Fatemeh Ajorlou,Iran,789744982,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Laleh Eftekhari,Iran,789745415,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahnaz Bahmani,Iran,789745418,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mehrangiz Morovvati,Iran,789745420,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Nafiseh Fayyazbakhsh,Iran,789745449,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Rafat Bayat,Iran,789745461,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Vahideh Taleghani,Iran,789745472,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Arzhang Davoodi,Iran,789875153,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Taghi Rahmani,Iran,789900765,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Gholam-Abbas Tavassoli,Iran,789915240,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Safdar Jang,Iran,790004586,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Effat Shariati,Iran,790062691,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Tayebeh Safaei,Iran,790065438,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Fatemeh Rahbar,Iran,790212980,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ja'far Pishevari,Iran,790228391,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Bastenegar,Iran,790333825,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Badí‘,Iran,790422199,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Aliakbar Aghaei Moghanjoei,Iran,790835331,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Vali Maleki,Iran,791175884,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Beytollah Abdollahi,Iran,791288962,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Forouzandeh,Iran,791470991,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Saadat Ali Khan I,Iran,791646519,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abdolali Bazargan,Iran,791760673,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammed Kazem Yazdi,Iran,791768293,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sayyed Ibrahim Estahbanati,Iran,791769199,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hassan Rahimpour Azghadi,Iran,792033404,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mehdi Hashemi Rafsanjani,Iran,792093348,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ashraf Dehghani,Iran,792095777,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Kazem Seddiqi,Iran,792254859,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Kamal Daneshyar,Iran,792289945,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Elaheh Koulaei,Iran,792293628,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hushang Hamidi,Iran,792294333,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Amir Reza Khadem,Iran,792294732,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hamid Reza Katouzian,Iran,792295125,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Kamali,Iran,792295357,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jalal Jalalizadeh,Iran,792295537,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Azam Taleghani,Iran,792298296,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Esmail Shooshtari,Iran,792298478,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Bahaedin Adab,Iran,792301043,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mousa Qorbani,Iran,792301252,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Amir Nosrat'ollah Balakhanlou,Iran,792320469,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahammad Ali Tarbiat,Iran,792325233,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Khiabani,Iran,792325915,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jamshid Bahman Jamshidian,Iran,792347771,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Mansur,Iran,792393990,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Sa'ed,Iran,792394184,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ebrahim Hakimi,Iran,792394356,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Soheili,Iran,792394645,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ahmad Matin-Daftari,Iran,792394849,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahmoud Djam,Iran,792394899,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abdol Majid Mirza,Iran,792395261,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad Vali Khan Tonekaboni,Iran,792395287,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abolqasem Naser ol-Molk,Iran,792395415,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mirza Ali Asghar Khan Amin al-Soltan,Iran,792395534,C,IR,Country,2019,84.15,84150000,SOUTH ASIA
Morteza Gholi Khan Hedayat,Iran,792396057,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Majid Khodabakhsh,Iran,792428154,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Parviz Kazemi,Iran,792438683,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Alireza Novin,Iran,792592971,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Sadegh Kharazi,Iran,792865527,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Shakouri-Rad,Iran,792866617,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Nasrollah Pejmanfar,Iran,792871675,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Naghavi-Hosseini,Iran,792873948,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ahmad Khorram,Iran,792905760,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Shamseddin Hosseini,Iran,792908354,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Khatami,Iran,792909961,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Zahra Rahnavard,Iran,792927211,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Abolfazl Ghadyani,Iran,792931453,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hekmat E Shirazi,Iran,792937686,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali Abdolalizadeh,Iran,792947364,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mahmoud Bahmani,Iran,793052312,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Hashem Mohaymeni,Iran,793070297,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mirza Hassan Khan Esfandiary,Iran,793083538,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Ali Najafi (born 1956),Iran,793123637,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Reza Tavassoli,Iran,793317318,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohsen Sadr,Iran,793349843,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Fatemeh Alia,Iran,793375669,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali-Qoli Khan Bakhtiari,Iran,793478248,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jafar Kashani,Iran,793509843,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Nasser Biria,Iran,793556594,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Javad Abtahi,Iran,793572228,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Reza Ostadi,Iran,793578865,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Zohreh Elahian,Iran,793582825,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Jalal ed-Din Amir Chakhmaq Shami,Iran,793660106,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Akbar Atri,Iran,793667630,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali-Ashraf Abdollah Porihoseini,Iran,793709493,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Mohammad-Ali Taskhiri,Iran,793733221,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Reza Zavare'i,Iran,794053541,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Gholam-Hossein Nozari,Iran,794058409,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
Ali-Asghar Fani,Iran,794059560,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hossein Mozaffar,Iran,794059867,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Hassan Tarighat Monfared,Iran,794063305,Stub,IR,Country,2019,84.15,84150000,SOUTH ASIA
Alireza Marandi,Iran,794063460,Start,IR,Country,2019,84.15,84150000,SOUTH ASIA
