page,country,rev_id,score,FIPS,Type,TimeFrame,Data (M),Population,Region
Alina Gut,Poland,788882625,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Fedorowicz (politician),Poland,788882660,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Grzesik,Poland,788882669,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Mańka,Poland,788882699,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Pałys,Poland,788882709,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Ruciński,Poland,788882716,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Antoni Sosnowski,Poland,788882786,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Arnold Masin,Poland,788882798,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Artur Ostrowski,Poland,788882811,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bernard Ptak,Poland,788882859,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Kowalski,Poland,788882906,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Sobczak,Poland,788882917,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Wontor,Poland,788882921,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bolesław Borysiuk,Poland,788882927,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Czesław Litwin,Poland,788882981,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Danuta Hojarska,Poland,788883002,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edmund Borawski,Poland,788883061,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Ciągło,Poland,788883063,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Józef Kiedos,Poland,788883071,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Edward Ośko,Poland,788883083,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Elżbieta Jankowska,Poland,788883089,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Elżbieta Ratajczak,Poland,788883123,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Elżbieta Wiśniowska,Poland,788883134,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eugeniusz Grzeszczak,Poland,788883145,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ewa Sowińska,Poland,788883173,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Gabriela Masłowska,Poland,788883200,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grażyna Tyszko,Poland,788883220,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grzegorz Kołacz,Poland,788883239,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grzegorz Skwierczyński,Poland,788883259,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Halina Molka,Poland,788883277,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Halina Murias,Poland,788883281,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Hanna Gronkiewicz-Waltz,Poland,788883301,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Hanna Zdanowska,Poland,788883311,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Gołębiewski (politician),Poland,788883313,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Milcarz,Poland,788883331,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Młynarczyk,Poland,788883338,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Smolarz,Poland,788883347,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Hubert Costa,Poland,788883352,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Bednarek (politician),Poland,788883452,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Bestry,Poland,788883459,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Jarota,Poland,788883470,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Szwarc,Poland,788883505,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Łopata,Poland,788883532,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Łączny,Poland,788883537,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Kołodziej (politician),Poland,788883555,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Krasoń,Poland,788883560,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Zawisza,Poland,788883736,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Żyszkiewicz,Poland,788883744,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Joanna Mucha,Poland,788883759,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jolanta Szymanek-Deresz,Poland,788883787,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Cepil,Poland,788883797,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Pilarz,Poland,788883807,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Stępkowski,Poland,788883822,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kamila Gasiuk-Pihowicz,Poland,788883836,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krystian Łuczak,Poland,788883897,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Bosak,Poland,788883921,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Filipek,Poland,788883933,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Matyjaszczyk,Poland,788883970,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Ryszard Sikora,Poland,788883985,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Szyga,Poland,788883991,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lech Kuropatwiński,Poland,788884023,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lech Woszczerowicz,Poland,788884033,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lena Dąbkowska-Cichocka,Poland,788884037,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Leszek Murzyn,Poland,788884059,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Leszek Sułek,Poland,788884065,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Maciej Giertych,Poland,788884107,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Kawa,Poland,788884171,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Kotlinowski,Poland,788884177,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Plura,Poland,788884196,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Strzaliński,Poland,788884220,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Wojtera,Poland,788884245,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Maria Dziuba,Poland,788884258,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Maria Zbyrowska,Poland,788884273,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marian Curyło,Poland,788884283,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marian Daszyk,Poland,788884289,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marzena Paduch,Poland,788884305,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mateusz Piskorski,Poland,788884319,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Małgorzata Olejnik,Poland,788884353,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Małgorzata Rohde,Poland,788884359,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Tober,Poland,788884394,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Aszkiełowicz,Poland,788884412,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Marcin Łuczak,Poland,788884433,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mirosław Krajewski,Poland,788884446,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mirosław Maliszewski,Poland,788884448,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Piotr Gadzinowski,Poland,788884538,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Piotr Misztal,Poland,788884549,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Piotr Ślusarczyk,Poland,788884553,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Przemysław Andrejuk,Poland,788884555,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Radosław Parda,Poland,788884567,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Rafał Wiechecki,Poland,788884588,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Rajmund Moric,Poland,788884592,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Regina Wasilewska-Kita,Poland,788884595,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Renata Rochnowska,Poland,788884600,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Robert Biedroń,Poland,788884609,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Robert Strąk,Poland,788884623,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Giertych,Poland,788884633,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Kaczyński,Poland,788884667,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Jarmoliński,Poland,788884717,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Piosik,Poland,788884731,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Rydzoń,Poland,788884735,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Wziątek,Poland,788884753,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Zadora,Poland,788884756,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Łyżwiński,Poland,788884768,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisława Prządka,Poland,788884796,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Sylwester Pawłowski,Poland,788884809,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Szymon Pawłowski,Poland,788884826,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Sławomir Jeneralski,Poland,788884836,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Sławomir Nitras,Poland,788884847,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Balcerowski,Poland,788884874,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Dębicki,Poland,788884877,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Motowidło,Poland,788884916,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tomasz Garbowski,Poland,788884962,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Waldemar Nowakowski,Poland,788885069,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Waldemar Starosta,Poland,788885075,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wanda Łyżwińska,Poland,788885103,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wiesław Jędrusik,Poland,788885107,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Bałażak,Poland,788885123,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Hatka,Poland,788885134,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wojciech Pomajda,Poland,788885161,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wojciech Romaniuk,Poland,788885163,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Włodzimierz Stępień,Poland,788885212,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Deptuła,Poland,788885226,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Podraza,Poland,788885248,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Sosnowski,Poland,788885263,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Włodkowski,Poland,788885271,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zenon Wiśniewski,Poland,788885295,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zofia Grabczan,Poland,788885300,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Fryderyk Radziwiłł,Poland,788901610,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wacław Grzybowski,Poland,788917670,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Rapacki,Poland,788924802,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zygmunt Modzelewski,Poland,788925144,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbyszek Zaborowski,Poland,788925163,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Włodzimierz Cimoszewicz,Poland,788925190,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Stępień,Poland,788925195,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Frasyniuk,Poland,788925207,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Gintowt-Dziewałtowski,Poland,788925235,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wiesław Woda,Poland,788925237,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wiesław Szczepański,Poland,788925239,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wacław Martyniuk,Poland,788925259,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tomasz Adamczuk,Poland,788925278,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Tomaszewski,Poland,788925285,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Sławecki,Poland,788925289,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tadeusz Michejda,Poland,788925291,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Szczepan Skomra,Poland,788925315,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stefan Żółkiewski,Poland,788925317,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Żelichowski,Poland,788925347,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Stec,Poland,788925366,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Osiecki,Poland,788925370,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kulczyński,Poland,788925379,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kalemba,Poland,788925490,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Zbrzyzny,Poland,788925517,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Bender,Poland,788926886,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Zambrowski,Poland,788926893,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Piotr Ikonowicz,Poland,788926915,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mirosław Pawlak,Poland,788926975,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Michałowicz,Poland,788927015,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Kasprzak,Poland,788927020,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Małgorzata Ostrowska,Poland,788927063,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marian Piłka,Poland,788927087,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marian Krzaklewski,Poland,788927101,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Wikiński,Poland,788927124,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Sawicki,Poland,788927139,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Borowski,Poland,788927157,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marcin Libicki,Poland,788927186,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Janik,Poland,788928083,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krystyna Ozga,Poland,788928089,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kazimierz Chrzanowski,Poland,788928143,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Kazimierz Barcikowski,Poland,788928150,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Zych,Poland,788928162,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Zawieyski,Poland,788928229,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Wiatr,Poland,788928236,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jerzy Wenderlich,Poland,788928247,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jarosław Kalinowski,Poland,788928322,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Zemke,Poland,788928351,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Maksymiuk,Poland,788928383,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Dobrosz,Poland,788928543,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Rulewski,Poland,788928570,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Król,Poland,788928623,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Bury,Poland,788928648,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Andrykiewicz,Poland,788928650,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jacek Piechota,Poland,788928669,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Kroll,Poland,788928717,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Klata,Poland,788928727,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Helena Kurnatowska,Poland,788928743,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grzegorz Woźny,Poland,788928769,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grzegorz Kurczuk,Poland,788928801,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Grażyna Staniszewska,Poland,788928804,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Franciszek Stefaniuk,Poland,788928932,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ewa Janik,Poland,788929132,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eugeniusz Kwiatkowski,Poland,788929146,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eugeniusz Czykwin,Poland,788929151,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Dyzma Gałaj,Poland,788929241,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bronisław Dutka,Poland,788929303,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bolesław Piasecki,Poland,788929309,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogdan Pęk,Poland,788929337,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Barbara Blida,Poland,788929359,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Grzyb,Poland,788929385,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Aumiller,Poland,788929405,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Alfred Miodowicz,Poland,788929415,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Julian Szymański,Poland,788930146,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Werfel,Poland,788945642,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Skarbimir,Poland,789094282,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Lepper,Poland,789128715,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anita Błochowiak,Poland,789250037,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Kurska,Poland,789284447,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Adamski,Poland,789332720,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Józef Borzyszkowski,Poland,789333281,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zbigniew Bujak,Poland,789333285,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Dembowski (biologist),Poland,789333320,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Dołęga-Zakrzewski,Poland,789333326,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mikołaj Dowgielewicz,Poland,789333327,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mirosław Drzewiecki,Poland,789333341,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Radosław Fogiel,Poland,789333347,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Gąsienica-Makowski,Poland,789333351,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Henryk Józewski,Poland,789333428,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Kaczmarek,Poland,789333433,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Filip Kaczyński,Poland,789333444,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kluza,Poland,789333468,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Franciszek Antoni Kwilecki,Poland,789333503,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Franciszek Malinowski (activist),Poland,789333545,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stefan Meller,Poland,789333559,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Michalkiewicz,Poland,789333566,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Leszek Moczulski,Poland,789333569,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Tomasz Nałęcz,Poland,789333584,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Niedziałkowski,Poland,789333586,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Pałubicki,Poland,789333631,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Piechociński,Poland,789333636,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Krzysztof Mikołaj Radziwiłł,Poland,789333683,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Elżbieta Rafalska,Poland,789333688,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wincenty Rzymowski,Poland,789333700,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Eustachy Sapieha,Poland,789333709,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Władysław Sidorowicz,Poland,789333723,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mikołaj Sieniawski,Poland,789333725,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ryszard Stanibuła,Poland,789333771,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Stelmachowski,Poland,789333780,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Szczerba,Poland,789333795,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janusz Tomaszewski,Poland,789333814,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Piotr Woźniak (politician),Poland,789333836,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Paweł Wypych,Poland,789333850,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Zaleski,Poland,789333858,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Kostka Zamoyski,Poland,789333862,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Janina Goss,Poland,789651538,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Grodzka,Poland,789733378,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Atanazy Miączyński,Poland,790030343,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Michał Bobrzyński,Poland,790324229,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lew Rywin,Poland,790381175,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Mieczysław Wilczek,Poland,790436789,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Małgorzata Handzlik,Poland,790608078,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Genowefa Wiśniowska,Poland,790608134,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Próchnik,Poland,790646512,B,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adela Dankowska,Poland,791046456,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Zygmunt Wrzodak,Poland,791084315,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Antoni Mężydło,Poland,791223718,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Aleksy Ćwiakowski,Poland,791296465,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Witold Bańka,Poland,791298157,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Ciechanowicz,Poland,791449120,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Marcin Badeni,Poland,791664976,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Maria Koc,Poland,791757623,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogdan Lis,Poland,791861723,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Bogusław Ziętek,Poland,791867309,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Adam Daniel Rotfeld,Poland,792109973,C,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Borucka-Cieślewicz,Poland,792128063,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Wojciech Trąmpczyński,Poland,792377599,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Giovanni Giuda Giona Battista,Poland,792425895,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Lech Szymańczyk,Poland,792727497,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Danuta Wałęsa,Poland,792842249,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Marek Michalak,Poland,793342317,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Jan Olszewski,Poland,793839950,FA,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Anna Sobecka,Poland,794011041,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Andrzej Zakrzewski,Poland,794066186,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Roman Kosecki,Poland,794181900,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Stanisław Tarnowski,Poland,794457446,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Ludwik Abramowicz (1888–1966),Poland,794492321,Stub,PL,Country,2019,38.368,38368000,EASTERN EUROPE
Sławomir Skrzypek,Poland,794584506,Start,PL,Country,2019,38.368,38368000,EASTERN EUROPE
